Start,Finish,Active Calories (kcal),Distance (mi),Flights Climbed (count),Heart Rate (count/min),Steps (count)
7/4/19 0:00,7/5/19 0:00,501.6895993,4.579639909,4,104,10515.11554
7/5/19 0:00,7/6/19 0:00,112.1699333,1.330053679,5,140,3014.996278
7/6/19 0:00,7/7/19 0:00,274.8994674,2.468814651,1,102,5509
7/7/19 0:00,7/8/19 0:00,167.9,1.953889499,0,102,4435
7/8/19 0:00,7/9/19 0:00,108.0739144,1.590287049,2,164,3579.256954
7/9/19 0:00,7/10/19 0:00,403.5063084,4.639505519,4,152,9517.816949
7/10/19 0:00,7/11/19 0:00,316.3766603,3.625546374,1,135,7462.112009
7/11/19 0:00,7/12/19 0:00,273.4361185,3.035256349,1,119,6196.735639
7/12/19 0:00,7/13/19 0:00,288.6294331,4.217325992,2,127,9050.903897
7/13/19 0:00,7/14/19 0:00,848.7983613,11.58857126,6,118,24674.42101
7/14/19 0:00,7/15/19 0:00,419.6785749,3.464709989,8,149,7106.726755
7/15/19 0:00,7/16/19 0:00,201.5496307,3.189796263,8,119,6614.948335
7/16/19 0:00,7/17/19 0:00,160.371,0.712261479,0,109,1430.135678
7/17/19 0:00,7/18/19 0:00,261.047,2.354849688,2,139,4792.289141
7/18/19 0:00,7/19/19 0:00,186.562,1.20265322,2,117,2443.050772
7/19/19 0:00,7/20/19 0:00,296.7210663,2.479300953,2,143,5234
7/20/19 0:00,7/21/19 0:00,429.8099337,5.37770698,5,155,11214.67551
7/21/19 0:00,7/22/19 0:00,125.8726954,1.685338888,0,140,3496.138411
7/22/19 0:00,7/23/19 0:00,523.6568894,5.772605277,12,125,12154.28586
7/23/19 0:00,7/24/19 0:00,383.4454152,4.54722263,6,106,9797.814206
7/24/19 0:00,7/25/19 0:00,460.3880746,5.894336449,14,127,12536
7/25/19 0:00,7/26/19 0:00,319.6456486,3.63560234,0,123,7434
7/26/19 0:00,7/27/19 0:00,303.3835614,3.446279115,6,119,7394.608644
7/27/19 0:00,7/28/19 0:00,552.1492441,6.383975516,7,119,13297.54432
7/28/19 0:00,7/29/19 0:00,252.8706411,3.142161585,6,149,6696.056455
7/29/19 0:00,7/30/19 0:00,444.4561755,4.546510928,7,115,9660.640946
7/30/19 0:00,7/31/19 0:00,450.7096768,4.225239233,6,130,8755.395001
7/31/19 0:00,8/1/19 0:00,519.5731511,5.924346617,11,146,12430.52431
8/1/19 0:00,8/2/19 0:00,395.9094456,3.264628318,5,139,6702
8/2/19 0:00,8/3/19 0:00,473.2473811,4.452382608,5,124,9271.702119
8/3/19 0:00,8/4/19 0:00,300.3405336,3.184365402,11,116,6819.043941
8/4/19 0:00,8/5/19 0:00,474.1146547,5.12352485,7,149,10455
8/5/19 0:00,8/6/19 0:00,352.9555964,2.63545599,8,130,5381.329498
8/6/19 0:00,8/7/19 0:00,367.8900398,2.93191423,6,128,5969.217508
8/7/19 0:00,8/8/19 0:00,389.6651755,3.182752704,7,127,6564.040743
8/8/19 0:00,8/9/19 0:00,341.554,2.660455351,6,127,5629.520073
8/9/19 0:00,8/10/19 0:00,196.437,4.925993023,11,111,11142.24437
8/10/19 0:00,8/11/19 0:00,386.2246693,4.600050653,9,126,9613.360946
8/11/19 0:00,8/12/19 0:00,58.94233072,0.423021344,0,115,848.9808139
8/12/19 0:00,8/13/19 0:00,432.2811437,3.791007273,6,141,7773.631553
8/13/19 0:00,8/14/19 0:00,400.9047169,4.247161792,4,144,8690.746019
8/14/19 0:00,8/15/19 0:00,388.3863028,3.377931501,4,122,6967
8/15/19 0:00,8/16/19 0:00,393.6564829,4.212454979,9,126,8995.676448
8/16/19 0:00,8/17/19 0:00,386.2059742,4.28685979,12,135,9276.236579
8/17/19 0:00,8/18/19 0:00,367.2174123,3.652694298,9,115,7547
8/18/19 0:00,8/19/19 0:00,341.9501249,3.177793889,7,162,6675.283969
8/19/19 0:00,8/20/19 0:00,371.8831974,4.233434053,9,167,8916.397818
8/20/19 0:00,8/21/19 0:00,391.149457,4.762073443,7,118,9995.355859
8/21/19 0:00,8/22/19 0:00,274.3029508,2.89147782,6,151,5829.872213
8/22/19 0:00,8/23/19 0:00,415.1813698,5.219845998,9,127,11468.41437
8/23/19 0:00,8/24/19 0:00,310.0097876,3.638963914,5,122,7392.811628
8/24/19 0:00,8/25/19 0:00,431.9650797,5.894421451,11,115,12550.65452
8/25/19 0:00,8/26/19 0:00,407.0864179,4.896206848,5,122,10290.71639
8/26/19 0:00,8/27/19 0:00,277.1875821,3.08378771,6,132,6453.936463
8/27/19 0:00,8/28/19 0:00,387.437,3.800320803,7,154,7829
8/28/19 0:00,8/29/19 0:00,398.3,3.959028607,11,115,8215
8/29/19 0:00,8/30/19 0:00,435.7728313,4.546044454,9,114,9818.51129
8/30/19 0:00,8/31/19 0:00,438.4311687,5.078223039,11,167,10671.90398
8/31/19 0:00,9/1/19 0:00,307.548,3.576348075,4,132,7581.803671
9/1/19 0:00,9/2/19 0:00,641.400674,7.384083711,14,126,15195.56966
9/2/19 0:00,9/3/19 0:00,477.6363649,5.51605342,9,135,11264.68697
9/3/19 0:00,9/4/19 0:00,456.6299405,5.039556062,6,141,10715.10949
9/4/19 0:00,9/5/19 0:00,341.3374743,3.440031323,4,133,7309.100013
9/5/19 0:00,9/6/19 0:00,424.8019968,3.691570029,8,159,7606.172652
9/6/19 0:00,9/7/19 0:00,681.2665496,8.425268624,16,184,16644.7702
9/7/19 0:00,9/8/19 0:00,465.4103018,4.810421001,14,176,9969.803912
9/8/19 0:00,9/9/19 0:00,4.734698192,0.044179492,0,78,105
9/9/19 0:00,9/10/19 0:00,412.8442737,3.579566473,6,139,7420.339267
9/10/19 0:00,9/11/19 0:00,414.253749,4.2592361,6,143,8822.325731
9/11/19 0:00,9/12/19 0:00,583.1529773,6.228332942,9,140,12867.34822
9/12/19 0:00,9/13/19 0:00,349.6898158,2.908458517,7,128,5985.54014
9/13/19 0:00,9/14/19 0:00,751.0500898,9.127793191,7,177,17831.93057
9/14/19 0:00,9/15/19 0:00,478.7360561,5.702014717,17,138,12102.06161
9/15/19 0:00,9/16/19 0:00,222.5840383,1.332322368,0,120,2736.285918
9/16/19 0:00,9/17/19 0:00,355.423,2.983846692,6,151,6056
9/17/19 0:00,9/18/19 0:00,402.252,3.848357575,10,133,7938
9/18/19 0:00,9/19/19 0:00,348.8638349,3.517917727,8,127,7276.596853
9/19/19 0:00,9/20/19 0:00,439.1359707,3.862656196,12,154,7881.958241
9/20/19 0:00,9/21/19 0:00,586.4099515,7.142829805,8,154,14031.28555
9/21/19 0:00,9/22/19 0:00,353.8722429,4.023541847,10,114,8265.353099
9/22/19 0:00,9/23/19 0:00,122.608938,0.541815344,0,94,1072
9/23/19 0:00,9/24/19 0:00,258.036062,2.06104559,5,133,4295
9/24/19 0:00,9/25/19 0:00,296.558,2.931953145,5,151,6115
9/25/19 0:00,9/26/19 0:00,317.695838,2.86934933,4,117,5866.90218
9/26/19 0:00,9/27/19 0:00,391.3181585,3.666825286,12,129,7590.178209
9/27/19 0:00,9/28/19 0:00,486.7954183,5.894915328,6,157,12380.59379
9/28/19 0:00,9/29/19 0:00,542.1848713,6.434814486,4,148,13502.99493
9/29/19 0:00,9/30/19 0:00,203.0627139,1.908565635,8,137,4079.005074
9/30/19 0:00,10/1/19 0:00,171.041,0.590674902,0,142,1204.475768
10/1/19 0:00,10/2/19 0:00,428.7065021,4.216328824,12,130,8801.667874
10/2/19 0:00,10/3/19 0:00,222.3264979,1.608192362,5,128,3303
10/3/19 0:00,10/4/19 0:00,381.3206592,3.513594963,9,172,7329.992083
10/4/19 0:00,10/5/19 0:00,503.5883371,6.216639964,7,134,12734.42519
10/5/19 0:00,10/6/19 0:00,192.4428515,4.601865603,5,101,11432.58273
10/6/19 0:00,10/7/19 0:00,190.7923963,0.573464737,0,102,1166
10/7/19 0:00,10/8/19 0:00,282.0707558,2.34806106,3,142,4749
10/8/19 0:00,10/9/19 0:00,533.734,3.888143807,4,167,8100.866513
10/9/19 0:00,10/10/19 0:00,306.8541118,2.373773493,5,125,4805.219054
10/10/19 0:00,10/11/19 0:00,505.1008301,5.107953386,18,121,10576.2011
10/11/19 0:00,10/12/19 0:00,627.3606421,8.329460417,16,162,17638.01746
10/12/19 0:00,10/13/19 0:00,535.0092005,7.500292565,10,136,15604.45906
10/13/19 0:00,10/14/19 0:00,243.9692155,1.727659741,1,127,3482.729823
10/14/19 0:00,10/15/19 0:00,281.6301029,2.3392761,4,150,4757.328875
10/15/19 0:00,10/16/19 0:00,376.6785471,3.183609946,5,170,6549.326932
10/16/19 0:00,10/17/19 0:00,299.586825,2.091553877,7,107,4361.803436
10/17/19 0:00,10/18/19 0:00,377.0590401,3.381523877,7,103,6944
10/18/19 0:00,10/19/19 0:00,467.1608271,4.781889039,13,139,9931.485159
10/19/19 0:00,10/20/19 0:00,22.72965776,0.18964366,0,84,384.7101058
10/20/19 0:00,10/21/19 0:00,241.526,1.663992461,5,115,3517.694764
10/21/19 0:00,10/22/19 0:00,364.0824057,3.176990312,3,131,6408
10/22/19 0:00,10/23/19 0:00,376.8898413,3.264313385,7,171,6945.222415
10/23/19 0:00,10/24/19 0:00,407.938828,4.182070391,12,117,8549.47684
10/24/19 0:00,10/25/19 0:00,346.1377615,3.177904119,9,105,6564.049428
10/25/19 0:00,10/26/19 0:00,230.4589085,1.625413119,7,157,3354.528435
10/26/19 0:00,10/27/19 0:00,145.2532549,0.993030942,0,167,2006
10/27/19 0:00,10/28/19 0:00,0.536,0.898592922,5,0,2128
10/28/19 0:00,10/29/19 0:00,295.7325571,2.485625213,5,124,5299.99858
10/29/19 0:00,10/30/19 0:00,355.7381714,3.475722841,5,112,7145.145795
10/30/19 0:00,10/31/19 0:00,359.1248804,3.174803778,10,112,6740.44346
10/31/19 0:00,11/1/19 0:00,470.4073911,5.226818498,12,106,10887
11/1/19 0:00,11/2/19 0:00,466.6301562,5.896925921,7,114,12306
11/2/19 0:00,11/3/19 0:00,172.1686863,1.050414184,0,150,2114
11/3/19 0:00,11/4/19 0:00,193.2181575,0.925038603,0,109,1871.267172
11/4/19 0:00,11/5/19 0:00,292.4100893,2.08592206,5,122,4275
11/5/19 0:00,11/6/19 0:00,367.1779107,4.10113952,9,121,8622
11/6/19 0:00,11/7/19 0:00,243.7751259,2.126634027,6,135,4532.014876
11/7/19 0:00,11/8/19 0:00,329.2778016,2.822729714,7,161,5870
11/8/19 0:00,11/9/19 0:00,202.0568422,2.092558251,8,126,4341.184805
11/9/19 0:00,11/10/19 0:00,355.9208613,3.298611419,12,112,6729.554729
11/10/19 0:00,11/11/19 0:00,417.995369,4.624373346,10,139,9806.445271
11/11/19 0:00,11/12/19 0:00,244.3825403,2.076562925,5,149,4099
11/12/19 0:00,11/13/19 0:00,310.728447,2.381702329,7,131,4952.283353
11/13/19 0:00,11/14/19 0:00,356.3340127,3.027818431,7,149,6311
11/14/19 0:00,11/15/19 0:00,339.1039935,3.110182825,6,128,6403.936401
11/15/19 0:00,11/16/19 0:00,445.7850065,5.016544293,11,168,10425.78483
11/16/19 0:00,11/17/19 0:00,62.001,0.435816605,0,145,879.1340099
11/17/19 0:00,11/18/19 0:00,546.1711381,6.381324396,9,133,12904.31331
11/18/19 0:00,11/19/19 0:00,370.7863724,3.327391785,9,151,6951.98122
11/19/19 0:00,11/20/19 0:00,666.4514895,8.471801244,13,130,17689.60342
11/20/19 0:00,11/21/19 0:00,307.554151,2.914582015,6,166,6064.712348
11/21/19 0:00,11/22/19 0:00,368.425794,3.855962919,7,134,8075.205725
11/22/19 0:00,11/23/19 0:00,432.706055,4.898269894,8,156,10120.89225
11/23/19 0:00,11/24/19 0:00,14.723,0.191314744,0,101,400
11/24/19 0:00,11/25/19 0:00,127.681364,0.535327441,0,137,1087.339803
11/25/19 0:00,11/26/19 0:00,99.68963596,0.393132197,0,176,809.2349496
11/26/19 0:00,11/27/19 0:00,385.933,3.30047289,13,112,6689.857164
11/27/19 0:00,11/28/19 0:00,442.477,5.293393047,12,123,10910.38873
11/28/19 0:00,11/29/19 0:00,466.481,5.234312018,10,111,11347.32335
11/29/19 0:00,11/30/19 0:00,0,0.03227402,0,147,80
11/30/19 0:00,12/1/19 0:00,0,0.566578681,1,0,1394
12/1/19 0:00,12/2/19 0:00,1.403,1.275044421,6,180,3324
